station_id,year,precip,temperature,precip_days,temperature_days,observed_rows,expected_days,coverage,definition
40703,1998,186.95999999999998,14.344753086419752,365,324,365,365,0.8876712328767123,annual
40703,1999,221.48999999999995,13.90610465116279,365,344,365,365,0.9424657534246575,annual
40703,2000,207.23000000000002,13.593235294117646,366,340,366,366,0.9289617486338798,annual
40703,2001,171.48999999999998,13.989295774647887,365,355,365,365,0.9726027397260274,annual
40703,2002,297.4,12.314520547945206,365,365,365,365,1.0,annual
40703,2003,332.03,12.52361111111111,365,360,365,365,0.9863013698630136,annual
40703,2004,322.96,12.39449035812672,366,363,366,366,0.9918032786885246,annual
40703,2005,266.49,12.8775,365,360,365,365,0.9863013698630136,annual
40703,2006,269.76,13.59031339031339,365,351,365,365,0.9616438356164384,annual
40703,2007,287.59,12.476243093922651,365,362,365,365,0.9917808219178083,annual
40703,2008,214.08,12.82295081967213,366,366,366,366,1.0,annual
40703,2009,275.37,12.907692307692306,365,364,365,365,0.9972602739726028,annual
40703,2010,245.33999999999997,14.743013698630136,365,365,365,365,1.0,annual
40703,2011,320.39,12.565384615384616,365,364,365,365,0.9972602739726028,annual
40703,2012,318.68999999999994,13.542465753424658,366,365,366,366,0.9972677595628415,annual
40703,2013,235.62,12.637260273972604,365,365,365,365,1.0,annual
40703,2014,272.96999999999997,13.928055555555556,365,360,365,365,0.9863013698630136,annual
40703,2015,372.45000000000005,13.885950413223142,365,363,365,365,0.9945205479452055,annual
40703,2016,246.31,13.18300835654596,366,359,366,366,0.9808743169398907,annual
40703,2017,219.59,12.831043956043956,365,364,365,365,0.9972602739726028,annual
40703,2018,471.85,15.011813186813187,365,364,365,365,0.9972602739726028,annual
40703,2019,261.52,14.327945205479452,365,365,365,365,1.0,annual
40703,2020,296.4,13.807923497267758,366,366,366,366,1.0,annual
40703,2021,184.62,14.84175824175824,365,364,365,365,0.9972602739726028,annual
40703,2022,160.10999999999999,14.443287671232877,365,365,365,365,1.0,annual
40703,2023,245.29000000000002,15.243835616438357,365,365,365,365,1.0,annual
40703,2024,232.99,14.405464480874317,366,366,366,366,1.0,annual
40704,1991,315.52,10.860982658959538,365,346,365,365,0.947945205479452,annual
40704,1992,302.03,9.547428571428572,366,350,366,366,0.9562841530054644,annual
40704,1993,399.80999999999995,9.892705167173252,365,329,365,365,0.9013698630136986,annual
40704,1994,340.13,11.409696969696968,365,330,365,365,0.9041095890410958,annual
40704,1995,251.3,11.810285714285715,365,350,365,365,0.958904109589041,annual
40704,1996,285.53,11.696978851963745,366,331,366,366,0.9043715846994536,annual
40704,1997,283.58,11.209495548961424,365,337,365,365,0.9232876712328767,annual
40704,1998,265.08,12.32361963190184,365,326,365,365,0.8931506849315068,annual
40704,1999,337.29999999999995,12.333235294117648,365,340,365,365,0.9315068493150684,annual
40704,2000,243.49,11.93655589123867,366,331,366,366,0.9043715846994536,annual
40704,2001,190.7,12.74733727810651,365,338,365,365,0.9260273972602739,annual
40704,2002,268.15000000000003,11.877325581395349,365,344,365,365,0.9424657534246575,annual
40704,2003,274.24,11.54537037037037,365,324,365,365,0.8876712328767123,annual
40704,2004,365.25,11.893538461538462,366,325,366,366,0.8879781420765027,annual
40704,2005,236.48,11.35,365,362,365,365,0.9917808219178083,annual
40704,2006,272.47,11.628932584269663,365,356,365,365,0.9753424657534246,annual
40704,2007,335.35,10.62335164835165,365,364,365,365,0.9972602739726028,annual
40704,2008,206.48,11.046027397260275,366,365,366,366,0.9972677595628415,annual
40704,2009,182.94,11.43756906077348,365,362,365,365,0.9917808219178083,annual
40704,2010,277.41,13.294182825484764,365,361,365,365,0.989041095890411,annual
40704,2011,337.78,10.379063360881542,365,363,365,365,0.9945205479452055,annual
40704,2012,289.99,11.523770491803278,366,366,366,366,1.0,annual
40704,2013,298.7,11.54478021978022,365,364,365,365,0.9972602739726028,annual
40704,2014,284.36,12.081318681318683,365,364,365,365,0.9972602739726028,annual
40704,2015,382.72,12.153333333333332,365,360,365,365,0.9863013698630136,annual
40704,2016,253.78999999999996,12.371468926553673,366,354,366,366,0.9672131147540983,annual
40704,2017,213.67,12.536260623229463,365,353,365,365,0.9671232876712329,annual
40704,2018,312.24,13.016292134831462,365,356,365,365,0.9753424657534246,annual
40704,2019,272.39,12.369060773480664,365,362,365,365,0.9917808219178083,annual
40704,2020,383.17999999999995,11.584153005464481,366,366,366,366,1.0,annual
40704,2021,163.63,13.179945054945055,365,364,365,365,0.9972602739726028,annual
40704,2022,240.73999999999998,12.40876712328767,365,365,365,365,1.0,annual
40704,2023,229.13,13.238082191780821,365,365,365,365,1.0,annual
40704,2024,315.66,11.94672131147541,365,366,366,366,0.9972677595628415,annual
40706,1991,249.13,13.409510086455333,365,347,365,365,0.9506849315068493,annual
40706,1992,277.84,11.862463343108503,366,341,366,366,0.9316939890710383,annual
40706,1993,362.40000000000003,12.114244186046513,365,344,365,365,0.9424657534246575,annual
40706,1994,374.19,13.320461095100864,365,347,365,365,0.9506849315068493,annual
40706,1995,175.56000000000003,13.738068181818182,365,352,365,365,0.9643835616438357,annual
40706,1996,251.5,14.079827089337176,366,347,366,366,0.9480874316939891,annual
40706,1997,192.92999999999998,13.24183381088825,365,349,365,365,0.9561643835616438,annual
40706,1998,233.06,15.16036036036036,365,333,365,365,0.9123287671232877,annual
40706,1999,220.8,14.883035714285715,365,336,365,365,0.9205479452054794,annual
40706,2000,204.91,14.536811594202899,366,345,366,366,0.9426229508196722,annual
40706,2001,203.68,14.539118457300274,365,363,365,365,0.9945205479452055,annual
40706,2002,302.94,13.309641873278236,365,363,365,365,0.9945205479452055,annual
40706,2003,218.92000000000002,13.499178082191781,365,365,365,365,1.0,annual
40706,2004,284.76,13.594246575342465,366,365,366,366,0.9972677595628415,annual
40706,2005,233.3,13.674794520547946,365,365,365,365,1.0,annual
40706,2006,305.13,13.886111111111111,365,360,365,365,0.9863013698630136,annual
40706,2007,229.95,12.97150684931507,365,365,365,365,1.0,annual
40706,2008,171.53000000000003,13.534699453551912,366,366,366,366,1.0,annual
40706,2009,241.91,13.475824175824176,365,364,365,365,0.9972602739726028,annual
40706,2010,183.92000000000002,15.39556786703601,365,361,365,365,0.989041095890411,annual
40706,2011,282.22999999999996,12.738736263736262,365,364,365,365,0.9972602739726028,annual
40706,2012,217.19,13.883516483516484,366,364,366,366,0.994535519125683,annual
40706,2013,262.54,13.316438356164383,365,365,365,365,1.0,annual
40706,2014,313.98,14.024517906336087,365,363,365,365,0.9945205479452055,annual
40706,2015,282.64,14.1202216066482,365,361,365,365,0.989041095890411,annual
40706,2016,290.96999999999997,13.456629834254144,366,362,366,366,0.9890710382513661,annual
40706,2017,204.36,13.654794520547945,365,365,365,365,1.0,annual
40706,2018,388.74,15.012876712328767,365,365,365,365,1.0,annual
40706,2019,264.99,13.989560439560439,365,364,365,365,0.9972602739726028,annual
40706,2020,345.65999999999997,13.325409836065575,366,366,366,366,1.0,annual
40706,2021,263.62,14.571703296703298,365,364,365,365,0.9972602739726028,annual
40706,2022,155.06,14.364835164835165,365,364,365,365,0.9972602739726028,annual
40706,2023,215.01,14.602739726027398,365,365,365,365,1.0,annual
40706,2024,289.57,14.18109589041096,366,365,366,366,0.9972677595628415,annual
40708,1991,276.08000000000004,8.569846153846154,365,325,365,365,0.8904109589041096,annual
40708,1992,405.62,7.623353293413173,366,334,366,366,0.912568306010929,annual
40708,1993,395.83000000000004,7.211176470588236,365,340,365,365,0.9315068493150684,annual
40708,1994,325.61,8.717378048780489,365,328,365,365,0.8986301369863013,annual
40708,1995,222.32,9.222413793103449,365,348,365,365,0.9534246575342465,annual
40708,1996,245.66,8.969794721407624,366,341,366,366,0.9316939890710383,annual
40708,1997,374.89,9.714880952380952,365,336,365,365,0.9205479452054794,annual
40708,1998,325.71000000000004,10.835403726708075,365,322,365,365,0.8821917808219178,annual
40708,1999,259.49,10.481104651162791,365,344,365,365,0.9424657534246575,annual
40708,2000,302.88,10.140718562874252,366,334,366,366,0.912568306010929,annual
40708,2001,221.85000000000002,10.761933534743202,365,331,365,365,0.9068493150684932,annual
40708,2002,251.92,10.45625,365,336,365,365,0.9205479452054794,annual
40708,2003,277.18,10.11517027863777,365,323,365,365,0.8849315068493151,annual
40708,2004,343.32,10.701829268292682,366,328,366,366,0.8961748633879781,annual
40708,2005,280.58,10.093956043956043,365,364,365,365,0.9972602739726028,annual
40708,2006,216.55,10.345205479452055,365,365,365,365,1.0,annual
40708,2007,306.0,9.72931506849315,365,365,365,365,1.0,annual
40708,2008,233.56,9.464754098360656,366,366,366,366,1.0,annual
40708,2009,241.62,10.027397260273972,365,365,365,365,1.0,annual
40708,2010,229.26,11.815890410958904,365,365,365,365,1.0,annual
40708,2011,274.86,9.353972602739725,365,365,365,365,1.0,annual
40708,2012,282.33,10.580054644808744,366,366,366,366,1.0,annual
40708,2013,272.40999999999997,10.189041095890412,365,365,365,365,1.0,annual
40708,2014,260.90999999999997,10.417955801104974,365,362,365,365,0.9917808219178083,annual
40708,2015,299.28,10.530494505494506,365,364,365,365,0.9972602739726028,annual
40708,2016,250.68,10.6448087431694,366,366,366,366,1.0,annual
40708,2017,181.86,11.044505494505493,365,364,365,365,0.9972602739726028,annual
40708,2018,271.67,11.409041095890412,365,365,365,365,1.0,annual
40708,2019,272.37,10.969041095890411,365,365,365,365,1.0,annual
40708,2020,324.43999999999994,10.040163934426229,366,366,366,366,1.0,annual
40708,2021,155.39,11.839452054794519,365,365,365,365,1.0,annual
40708,2022,251.76999999999998,10.857260273972603,365,365,365,365,1.0,annual
40708,2023,241.89000000000001,11.644109589041097,365,365,365,365,1.0,annual
40708,2024,320.01,10.745628415300546,366,366,366,366,1.0,annual
40709,1991,1160.6999999999998,15.349002849002849,365,351,365,365,0.9616438356164384,annual
40709,1992,1433.6399999999999,14.384225352112676,366,355,366,366,0.9699453551912568,annual
40709,1993,1384.7,14.059117647058825,365,340,365,365,0.9315068493150684,annual
40709,1994,1040.19,14.516712328767124,365,365,365,365,1.0,annual
40709,1995,1302.3600000000001,15.797260273972602,365,365,365,365,1.0,annual
40709,1996,1267.81,15.247540983606559,366,366,366,366,1.0,annual
40709,1997,1446.78,15.839877300613498,365,326,365,365,0.8931506849315068,annual
40709,1998,1704.02,15.92876712328767,365,365,365,365,1.0,annual
40709,1999,1481.1,16.201501501501504,365,333,365,365,0.9123287671232877,annual
40709,2000,1930.0700000000002,15.750273224043717,366,366,366,366,1.0,annual
40709,2001,1479.44,16.193972602739727,365,365,365,365,1.0,annual
40709,2002,1344.82,15.736986301369862,365,365,365,365,1.0,annual
40709,2003,1367.74,15.04054794520548,365,365,365,365,1.0,annual
40709,2004,1732.19,15.625409836065574,366,366,366,366,1.0,annual
40709,2005,1066.63,15.935342465753424,365,365,365,365,1.0,annual
40709,2006,1343.29,15.813972602739726,365,365,365,365,1.0,annual
40709,2007,1016.21,15.911506849315067,365,365,365,365,1.0,annual
40709,2008,1173.77,15.564207650273223,366,366,366,366,1.0,annual
40709,2009,1271.15,15.822739726027399,365,365,365,365,1.0,annual
40709,2010,1199.0900000000001,16.986027397260273,365,365,365,365,1.0,annual
40709,2011,1322.94,15.29972602739726,365,365,365,365,1.0,annual
40709,2012,1167.8,16.279781420765026,366,366,366,366,1.0,annual
40709,2013,1496.4499999999998,16.00986301369863,365,365,365,365,1.0,annual
40709,2014,1505.92,16.260845070422537,365,355,365,365,0.9726027397260274,annual
40709,2015,1693.8100000000002,16.045856353591162,365,362,365,365,0.9917808219178083,annual
40709,2016,1556.8000000000002,15.896712328767125,366,365,366,366,0.9972677595628415,annual
40709,2017,1036.34,16.11758241758242,365,364,365,365,0.9972602739726028,annual
40709,2018,1511.81,16.55229885057471,365,348,365,365,0.9534246575342465,annual
40709,2019,1615.08,16.475346260387813,365,361,365,365,0.989041095890411,annual
40709,2020,1412.38,16.147814207650274,366,366,366,366,1.0,annual
40709,2021,1360.3600000000001,16.60876712328767,365,365,365,365,1.0,annual
40709,2022,1159.79,16.64010989010989,365,364,365,365,0.9972602739726028,annual
40709,2023,1617.43,17.04082191780822,365,365,365,365,1.0,annual
40709,2024,1459.1399999999999,16.549726775956284,366,366,366,366,1.0,annual
40710,1991,267.06,9.041228070175439,365,342,365,365,0.936986301369863,annual
40710,1992,237.65999999999997,7.232571428571429,366,350,366,366,0.9562841530054644,annual
40710,1993,306.08,7.547321428571429,365,336,365,365,0.9205479452054794,annual
40710,1994,263.56,8.560526315789474,365,342,365,365,0.936986301369863,annual
40710,1995,260.65999999999997,9.142696629213484,365,356,365,365,0.9753424657534246,annual
40710,1996,354.83,9.711206896551724,366,348,366,366,0.9508196721311475,annual
40710,1997,214.21,8.764516129032257,365,341,365,365,0.9342465753424658,annual
40710,1998,208.28,9.744956772334294,365,347,365,365,0.9506849315068493,annual
40710,1999,234.10000000000002,9.97948717948718,365,351,365,365,0.9616438356164384,annual
40710,2000,200.79000000000002,9.671469740634006,366,347,366,366,0.9480874316939891,annual
40710,2001,176.7,10.403206997084549,365,343,365,365,0.9397260273972603,annual
40710,2002,250.50999999999996,9.393586005830905,365,343,365,365,0.9397260273972603,annual
40710,2003,287.59,9.428994082840237,365,338,365,365,0.9260273972602739,annual
40710,2004,285.63,9.517575757575758,366,330,366,366,0.9016393442622951,annual
40710,2005,263.85,8.906371191135733,365,361,365,365,0.989041095890411,annual
40710,2006,266.75,9.096703296703296,365,364,365,365,0.9972602739726028,annual
40710,2007,224.96,8.41068493150685,365,365,365,365,1.0,annual
40710,2008,183.76999999999998,8.988980716253444,366,363,366,366,0.9918032786885246,annual
40710,2009,256.21999999999997,9.09138888888889,365,360,365,365,0.9863013698630136,annual
40710,2010,236.45000000000002,10.962569832402234,365,358,365,365,0.9808219178082191,annual
40710,2011,309.4,8.479718309859155,365,355,365,365,0.9726027397260274,annual
40710,2012,281.61,9.294535519125684,366,366,366,366,1.0,annual
40710,2013,188.35000000000002,8.96043956043956,365,364,365,365,0.9972602739726028,annual
40710,2014,307.55,9.748603351955307,365,358,365,365,0.9808219178082191,annual
40710,2015,209.61,9.960893854748603,365,358,365,365,0.9808219178082191,annual
40710,2016,200.17,9.693557422969187,366,357,366,366,0.9754098360655737,annual
40710,2017,108.38,9.591620111731844,365,358,365,365,0.9808219178082191,annual
40710,2018,236.89999999999998,10.90561797752809,365,356,365,365,0.9753424657534246,annual
40710,2019,245.05,9.749157303370787,365,356,365,365,0.9753424657534246,annual
40710,2020,254.43999999999997,8.618852459016393,366,366,366,366,1.0,annual
40710,2021,198.13,10.062191780821918,365,365,365,365,1.0,annual
40710,2022,189.51,9.833150684931507,365,365,365,365,1.0,annual
40710,2023,260.53,10.343013698630136,365,365,365,365,1.0,annual
40710,2024,300.86,10.345753424657534,364,365,366,366,0.994535519125683,annual
40712,1991,284.08000000000004,11.687719298245613,365,342,365,365,0.936986301369863,annual
40712,1992,336.78000000000003,9.986337209302325,366,344,366,366,0.9398907103825137,annual
40712,1993,542.44,10.360230547550433,365,347,365,365,0.9506849315068493,annual
40712,1994,562.6099999999999,11.887719298245614,365,342,365,365,0.936986301369863,annual
40712,1995,337.55,11.822662889518412,365,353,365,365,0.9671232876712329,annual
40712,1996,287.15,12.257848837209302,366,344,366,366,0.9398907103825137,annual
40712,1997,271.23,11.550568181818182,365,352,365,365,0.9643835616438357,annual
40712,1998,223.56,13.03575581395349,365,344,365,365,0.9424657534246575,annual
40712,1999,188.21,12.87661971830986,365,355,365,365,0.9726027397260274,annual
40712,2000,230.62,12.623796033994333,366,353,366,366,0.9644808743169399,annual
40712,2001,194.09,12.919178082191781,365,365,365,365,1.0,annual
40712,2002,338.22,11.966301369863013,365,365,365,365,1.0,annual
40712,2003,296.0,11.674246575342467,365,365,365,365,1.0,annual
40712,2004,304.5,11.51584699453552,366,366,366,366,1.0,annual
40712,2005,167.24,11.607671232876713,365,365,365,365,1.0,annual
40712,2006,427.73,11.855342465753424,365,365,365,365,1.0,annual
40712,2007,264.78000000000003,11.555342465753425,365,365,365,365,1.0,annual
40712,2008,273.81000000000006,11.741095890410959,366,365,366,366,0.9972677595628415,annual
40712,2009,291.99,11.687397260273972,365,365,365,365,1.0,annual
40712,2010,329.32,13.384383561643837,365,365,365,365,1.0,annual
40712,2011,409.03,10.96027397260274,365,365,365,365,1.0,annual
40712,2012,281.95000000000005,12.057650273224045,366,366,366,366,1.0,annual
40712,2013,265.5,11.657692307692306,365,364,365,365,0.9972602739726028,annual
40712,2014,347.06,12.364462809917356,365,363,365,365,0.9945205479452055,annual
40712,2015,244.52999999999997,12.536712328767122,365,365,365,365,1.0,annual
40712,2016,315.11,11.899159663865547,366,357,366,366,0.9754098360655737,annual
40712,2017,172.97,12.096712328767124,365,365,365,365,1.0,annual
40712,2018,482.5799999999999,13.424931506849315,365,365,365,365,1.0,annual
40712,2019,426.3,12.445753424657534,365,365,365,365,1.0,annual
40712,2020,362.35999999999996,12.047267759562843,366,366,366,366,1.0,annual
40712,2021,255.66000000000003,13.000273972602741,365,365,365,365,1.0,annual
