index_name,station_id,station_name,tau,slope,n_years
warm_days,19996,Bahookalat,0.9,0.41670752368242064,31
warm_days,40700,Parsabad,0.1,4.5833344419676125,34
warm_days,40700,Parsabad,0.11,4.58334182688741,34
warm_days,40700,Parsabad,0.12,8.461535771460868,34
warm_days,40700,Parsabad,0.13,8.4615392856045,34
warm_days,40700,Parsabad,0.14,8.666665424369722,34
warm_days,40700,Parsabad,0.15,8.666666293823507,34
warm_days,40700,Parsabad,0.16,8.666668013763912,34
warm_days,40700,Parsabad,0.17,8.888888096714128,34
warm_days,40700,Parsabad,0.18,8.88888728114069,34
warm_days,40700,Parsabad,0.19,8.800000661101807,34
warm_days,40700,Parsabad,0.2,8.800001004309852,34
warm_days,40700,Parsabad,0.21,8.800002856067358,34
warm_days,40700,Parsabad,0.22,8.803085505647935,34
warm_days,40700,Parsabad,0.23,8.888888512617568,34
warm_days,40700,Parsabad,0.24,8.88888878492786,34
warm_days,40700,Parsabad,0.25,8.888888984613716,34
warm_days,40700,Parsabad,0.26,8.888889517536033,34
warm_days,40700,Parsabad,0.27,8.88889178867435,34
warm_days,40700,Parsabad,0.28,9.230756559790287,34
warm_days,40700,Parsabad,0.29,9.230768887640432,34
warm_days,40700,Parsabad,0.3,9.230768386800737,34
warm_days,40700,Parsabad,0.31,9.230744984426211,34
warm_days,40700,Parsabad,0.32,8.888890060431734,34
warm_days,40700,Parsabad,0.33,8.88889554210328,34
warm_days,40700,Parsabad,0.34,9.090907758933238,34
warm_days,40700,Parsabad,0.35,9.090908900786618,34
warm_days,40700,Parsabad,0.36,9.090908900513266,34
warm_days,40700,Parsabad,0.37,9.090910164679327,34
warm_days,40700,Parsabad,0.38,9.999957744867043,34
warm_days,40700,Parsabad,0.39,9.999995556821643,34
warm_days,40700,Parsabad,0.4,9.999994891714469,34
warm_days,40700,Parsabad,0.41,9.99999539100501,34
warm_days,40700,Parsabad,0.42,6.6666678531828785,34
warm_days,40700,Parsabad,0.43,6.666666837525285,34
warm_days,40700,Parsabad,0.44,6.6666668720362905,34
warm_days,40700,Parsabad,0.45,6.6666678239365424,34
warm_days,40700,Parsabad,0.46,6.666674713268007,34
warm_days,40700,Parsabad,0.47,7.49999928465094,34
warm_days,40700,Parsabad,0.48,7.50000182614232,34
warm_days,40700,Parsabad,0.49,8.82352757883162,34
warm_days,40700,Parsabad,0.5,8.82352913494715,34
warm_days,40700,Parsabad,0.51,8.823529267881174,34
warm_days,40700,Parsabad,0.52,8.82353040067351,34
warm_days,40700,Parsabad,0.53,9.09090451535605,34
warm_days,40700,Parsabad,0.54,8.571429373743046,34
warm_days,40700,Parsabad,0.55,8.57142865388639,34
warm_days,40700,Parsabad,0.56,8.571428654180293,34
warm_days,40700,Parsabad,0.57,8.571428676896199,34
warm_days,40700,Parsabad,0.58,8.571431428311096,34
warm_days,40700,Parsabad,0.59,9.411759242552844,34
warm_days,40700,Parsabad,0.6,9.166667697348506,34
warm_days,40700,Parsabad,0.61,9.166666810112446,34
warm_days,40700,Parsabad,0.62,9.166666769713474,34
warm_days,40700,Parsabad,0.63,9.166666832202083,34
warm_days,40700,Parsabad,0.64,9.166667842329428,34
warm_days,40700,Parsabad,0.65,11.111097007265187,34
warm_days,40700,Parsabad,0.66,11.111108818559238,34
warm_days,40700,Parsabad,0.67,11.111110947618782,34
warm_days,40700,Parsabad,0.68,12.50000982247323,34
warm_days,40700,Parsabad,0.69,12.49998867678103,34
warm_days,40700,Parsabad,0.7,10.000020247146509,34
warm_days,40700,Parsabad,0.71,10.00010589127285,34
warm_days,40700,Parsabad,0.72,11.428566051025753,34
warm_days,40700,Parsabad,0.73,11.428569506332861,34
warm_days,40700,Parsabad,0.74,11.428569870305434,34
warm_days,40700,Parsabad,0.75,10.96774556803432,34
warm_days,40700,Parsabad,0.76,10.96774269026843,34
warm_days,40700,Parsabad,0.77,10.967742194081687,34
warm_days,40700,Parsabad,0.78,10.967756533293642,34
warm_days,40700,Parsabad,0.79,11.21211786337518,34
warm_days,40700,Parsabad,0.8,11.212119859467041,34
warm_days,40700,Parsabad,0.81,10.400003734767708,34
warm_days,40700,Parsabad,0.82,10.400000360313083,34
warm_days,40700,Parsabad,0.83,10.400000129523175,34
warm_days,40700,Parsabad,0.84,10.400000048000066,34
warm_days,40700,Parsabad,0.85,10.399999677978357,34
warm_days,40700,Parsabad,0.86,13.333321558920701,34
warm_days,40700,Parsabad,0.87,13.333330146384215,34
warm_days,40700,Parsabad,0.88,13.333331604436243,34
warm_days,40700,Parsabad,0.89,13.333332351401511,34
warm_days,40700,Parsabad,0.9,11.923083334819971,34
warm_days,40701,Maku,0.1,6.428576734295909,34
warm_days,40701,Maku,0.11,8.749999763869267,34
warm_days,40701,Maku,0.12,8.750000430551921,34
warm_days,40701,Maku,0.13,8.750003144111728,34
warm_days,40701,Maku,0.14,10.434781895966433,34
warm_days,40701,Maku,0.15,10.434781434406112,34
warm_days,40701,Maku,0.16,10.434779028669146,34
warm_days,40701,Maku,0.17,10.000001966742381,34
warm_days,40701,Maku,0.18,10.000015758540032,34
warm_days,40701,Maku,0.19,10.476190436998692,34
warm_days,40701,Maku,0.2,10.476190620319244,34
warm_days,40701,Maku,0.21,10.47619170716044,34
warm_days,40701,Maku,0.22,10.476204418675966,34
warm_days,40701,Maku,0.23,13.181817708184909,34
warm_days,40701,Maku,0.24,13.181817653374043,34
warm_days,40701,Maku,0.25,13.181817101542569,34
warm_days,40701,Maku,0.26,13.18181480157108,34
warm_days,40701,Maku,0.27,13.076923786812314,34
warm_days,40701,Maku,0.28,13.076923149478796,34
warm_days,40701,Maku,0.29,13.076923270225016,34
warm_days,40701,Maku,0.3,13.076923494597844,34
warm_days,40701,Maku,0.31,13.076925104261724,34
warm_days,40701,Maku,0.32,13.077068906440884,34
warm_days,40701,Maku,0.33,16.153843957420804,34
warm_days,40701,Maku,0.34,16.153847502997234,34
warm_days,40701,Maku,0.35,16.52173809046366,34
warm_days,40701,Maku,0.36,16.52173688363021,34
warm_days,40701,Maku,0.37,15.000010195128683,34
warm_days,40701,Maku,0.38,15.000002342084034,34
warm_days,40701,Maku,0.39,15.714273804496367,34
warm_days,40701,Maku,0.4,15.714285586734713,34
warm_days,40701,Maku,0.41,15.714285664562361,34
warm_days,40701,Maku,0.42,15.714285619592923,34
warm_days,40701,Maku,0.43,15.714285373043158,34
warm_days,40701,Maku,0.44,15.7692179646113,34
warm_days,40701,Maku,0.45,14.999991316917743,34
warm_days,40701,Maku,0.46,14.705882590642846,34
warm_days,40701,Maku,0.47,14.705882427898832,34
warm_days,40701,Maku,0.48,14.705882291721853,34
warm_days,40701,Maku,0.49,14.705880851156943,34
warm_days,40701,Maku,0.5,13.750002229159488,34
warm_days,40701,Maku,0.51,15.38461326426559,34
warm_days,40701,Maku,0.52,15.384615936513724,34
warm_days,40701,Maku,0.53,15.384616318387073,34
warm_days,40701,Maku,0.54,16.000000888688973,34
warm_days,40701,Maku,0.55,16.11110792223867,34
warm_days,40701,Maku,0.56,16.1111101445969,34
warm_days,40701,Maku,0.57,16.11110597863681,34
warm_days,40701,Maku,0.58,16.08695749423349,34
warm_days,40701,Maku,0.59,16.086956984553925,34
warm_days,40701,Maku,0.6,16.086964789531674,34
warm_days,40701,Maku,0.61,16.25000014853096,34
warm_days,40701,Maku,0.62,16.250005422271617,34
warm_days,40701,Maku,0.63,16.36364044691621,34
warm_days,40701,Maku,0.64,16.363648722410105,34
warm_days,40701,Maku,0.65,18.21427280009916,34
warm_days,40701,Maku,0.66,18.214283863939254,34
warm_days,40701,Maku,0.67,18.214285218385854,34
warm_days,40701,Maku,0.68,18.214285622448532,34
warm_days,40701,Maku,0.69,18.2142855583144,34
warm_days,40701,Maku,0.7,18.214285571481767,34
warm_days,40701,Maku,0.71,17.36842166380494,34
warm_days,40701,Maku,0.72,17.36842298315698,34
warm_days,40701,Maku,0.73,17.36845001779844,34
warm_days,40701,Maku,0.74,17.619049461330935,34
warm_days,40701,Maku,0.75,17.619045659305197,34
warm_days,40701,Maku,0.76,17.619046018608863,34
warm_days,40701,Maku,0.77,17.619046966854345,34
warm_days,40701,Maku,0.78,17.60001088629661,34
warm_days,40701,Maku,0.79,17.600000575219173,34
warm_days,40701,Maku,0.8,17.600000211231706,34
warm_days,40701,Maku,0.81,17.600000614713878,34
warm_days,40701,Maku,0.82,19.25924822864777,34
warm_days,40701,Maku,0.83,18.571438898402832,34
warm_days,40701,Maku,0.84,18.571429155411558,34
warm_days,40701,Maku,0.85,18.571428701067557,34
warm_days,40701,Maku,0.86,18.57142856846234,34
warm_days,40701,Maku,0.87,18.57142854357261,34
warm_days,40701,Maku,0.88,17.200009389134223,34
warm_days,40701,Maku,0.89,20.90899958461672,34
warm_days,40701,Maku,0.9,20.909086159666103,34
warm_days,40702,Jolfa,0.1,12.105262159200013,34
warm_days,40702,Jolfa,0.11,12.105263062030964,34
warm_days,40702,Jolfa,0.12,12.105263392278205,34
warm_days,40702,Jolfa,0.13,12.105265215539704,34
warm_days,40702,Jolfa,0.14,12.499996250908504,34
warm_days,40702,Jolfa,0.15,12.500000165451967,34
warm_days,40702,Jolfa,0.16,13.076921536064669,34
warm_days,40702,Jolfa,0.17,13.07692284618029,34
warm_days,40702,Jolfa,0.18,13.076922628024855,34
warm_days,40702,Jolfa,0.19,13.076921495291714,34
warm_days,40702,Jolfa,0.2,12.962965021514943,34
warm_days,40702,Jolfa,0.21,12.96297639696685,34
warm_days,40702,Jolfa,0.22,13.684210383094433,34
warm_days,40702,Jolfa,0.23,13.684210569486961,34
warm_days,40702,Jolfa,0.24,13.684211380116599,34
warm_days,40702,Jolfa,0.25,13.684227597381742,34
warm_days,40702,Jolfa,0.26,14.166666176401161,34
warm_days,40702,Jolfa,0.27,14.16666591110134,34
warm_days,40702,Jolfa,0.28,14.166662977805021,34
warm_days,40702,Jolfa,0.29,13.60000254214854,34
warm_days,40702,Jolfa,0.3,14.07406963408464,34
warm_days,40702,Jolfa,0.31,14.074073924625393,34
warm_days,40702,Jolfa,0.32,14.07407402404573,34
warm_days,40702,Jolfa,0.33,14.074074051143267,34
warm_days,40702,Jolfa,0.34,14.074073857839489,34
warm_days,40702,Jolfa,0.35,14.074112208633824,34
warm_days,40702,Jolfa,0.36,13.636363336616284,34
warm_days,40702,Jolfa,0.37,13.6363632448025,34
warm_days,40702,Jolfa,0.38,13.636363093046539,34
warm_days,40702,Jolfa,0.39,13.63636205951981,34
warm_days,40702,Jolfa,0.4,12.142866018315546,34
warm_days,40702,Jolfa,0.41,12.14285858731451,34
warm_days,40702,Jolfa,0.42,12.49999889542345,34
warm_days,40702,Jolfa,0.43,12.500000906662125,34
warm_days,40702,Jolfa,0.44,12.500005846147662,34
warm_days,40702,Jolfa,0.45,12.592593115283535,34
warm_days,40702,Jolfa,0.46,12.5925927474075,34
warm_days,40702,Jolfa,0.47,12.592592850699681,34
warm_days,40702,Jolfa,0.48,12.59259371575236,34
warm_days,40702,Jolfa,0.49,12.592716938668508,34
warm_days,40702,Jolfa,0.5,12.608694436354336,34
warm_days,40702,Jolfa,0.51,12.608695238971706,34
warm_days,40702,Jolfa,0.52,12.608695768293922,34
warm_days,40702,Jolfa,0.53,12.500006143334021,34
warm_days,40702,Jolfa,0.54,12.666665213280963,34
warm_days,40702,Jolfa,0.55,12.666666234386145,34
warm_days,40702,Jolfa,0.56,12.94116955362944,34
warm_days,40702,Jolfa,0.57,12.941163349850958,34
warm_days,40702,Jolfa,0.58,12.941147375942004,34
warm_days,40702,Jolfa,0.59,13.333296232653518,34
warm_days,40702,Jolfa,0.6,13.333328459908302,34
warm_days,40702,Jolfa,0.61,13.33333124496693,34
warm_days,40702,Jolfa,0.62,13.333331919303543,34
warm_days,40702,Jolfa,0.63,12.962964445655066,34
warm_days,40702,Jolfa,0.64,12.962963126423249,34
warm_days,40702,Jolfa,0.65,12.962963064260975,34
warm_days,40702,Jolfa,0.66,12.962963458829421,34
warm_days,40702,Jolfa,0.67,12.962968135253556,34
warm_days,40702,Jolfa,0.68,13.333342836099144,34
warm_days,40702,Jolfa,0.69,13.333333449090802,34
warm_days,40702,Jolfa,0.7,13.333332333675326,34
warm_days,40702,Jolfa,0.71,13.333332926796832,34
warm_days,40702,Jolfa,0.72,13.333331866920224,34
warm_days,40702,Jolfa,0.73,12.50000088943115,34
warm_days,40702,Jolfa,0.74,12.500000301379176,34
warm_days,40702,Jolfa,0.75,12.500002823443603,34
warm_days,40702,Jolfa,0.76,19.99999502105964,34
warm_days,40702,Jolfa,0.77,19.99999858633795,34
warm_days,40702,Jolfa,0.78,19.99998288668045,34
warm_days,40702,Jolfa,0.79,17.77777945524669,34
warm_days,40702,Jolfa,0.8,17.77777879231362,34
warm_days,40702,Jolfa,0.81,19.230760961916708,34
warm_days,40702,Jolfa,0.82,19.230767041097526,34
warm_days,40702,Jolfa,0.83,19.230768153194134,34
warm_days,40702,Jolfa,0.84,19.090911879234902,34
warm_days,40702,Jolfa,0.85,19.09090928588205,34
warm_days,40702,Jolfa,0.86,19.09090915913925,34
warm_days,40702,Jolfa,0.87,19.09090908568467,34
warm_days,40702,Jolfa,0.88,18.750008174321103,34
warm_days,40702,Jolfa,0.89,24.090817237783877,34
warm_days,40702,Jolfa,0.9,24.0909041221259,34
warm_days,40703,Khoy,0.1,11.05263444396301,34
warm_days,40703,Khoy,0.11,11.428570594327555,34
warm_days,40703,Khoy,0.12,11.428571661013429,34
warm_days,40703,Khoy,0.13,11.428573698662223,34
warm_days,40703,Khoy,0.14,12.592591869259767,34
warm_days,40703,Khoy,0.15,12.592591358233827,34
warm_days,40703,Khoy,0.16,12.14285775773744,34
warm_days,40703,Khoy,0.17,12.142857887541993,34
warm_days,40703,Khoy,0.18,12.142859810729501,34
warm_days,40703,Khoy,0.19,13.333303779379241,34
warm_days,40703,Khoy,0.2,13.33333317605364,34
warm_days,40703,Khoy,0.21,13.333333486020598,34
warm_days,40703,Khoy,0.22,13.333334751618974,34
warm_days,40703,Khoy,0.23,15.833308204371587,34
warm_days,40703,Khoy,0.24,15.83332950118559,34
warm_days,40703,Khoy,0.25,15.714286568094808,34
warm_days,40703,Khoy,0.26,15.714285972430574,34
warm_days,40703,Khoy,0.27,15.714286408821568,34
warm_days,40703,Khoy,0.28,15.71428733057781,34
warm_days,40703,Khoy,0.29,15.714299310581884,34
warm_days,40703,Khoy,0.3,16.249997346399773,34
warm_days,40703,Khoy,0.31,16.249999111669098,34
warm_days,40703,Khoy,0.32,16.249999571157677,34
warm_days,40703,Khoy,0.33,16.24999854850732,34
warm_days,40703,Khoy,0.34,16.071429140308148,34
warm_days,40703,Khoy,0.35,16.071429544485564,34
warm_days,40703,Khoy,0.36,16.071432650367,34
warm_days,40703,Khoy,0.37,16.428570770011795,34
warm_days,40703,Khoy,0.38,16.42857185766532,34
warm_days,40703,Khoy,0.39,16.428610830775053,34
warm_days,40703,Khoy,0.4,16.666663545291794,34
warm_days,40703,Khoy,0.41,16.66666636193209,34
warm_days,40703,Khoy,0.42,16.666666407063573,34
warm_days,40703,Khoy,0.43,16.66666610804995,34
warm_days,40703,Khoy,0.44,16.666665470287104,34
warm_days,40703,Khoy,0.45,16.00000851986553,34
warm_days,40703,Khoy,0.46,16.000000301148088,34
warm_days,40703,Khoy,0.47,16.000000171905697,34
warm_days,40703,Khoy,0.48,16.000000876270438,34
warm_days,40703,Khoy,0.49,16.000002975240825,34
warm_days,40703,Khoy,0.5,17.826083279792655,34
warm_days,40703,Khoy,0.51,17.647058397134046,34
warm_days,40703,Khoy,0.52,17.64705887464286,34
warm_days,40703,Khoy,0.53,17.6470588873748,34
warm_days,40703,Khoy,0.54,17.647058906288354,34
warm_days,40703,Khoy,0.55,17.647058339049263,34
warm_days,40703,Khoy,0.56,17.619278570597995,34
warm_days,40703,Khoy,0.57,17.727271205049387,34
warm_days,40703,Khoy,0.58,17.727272407212496,34
warm_days,40703,Khoy,0.59,17.727272729374803,34
warm_days,40703,Khoy,0.6,17.727272747930755,34
warm_days,40703,Khoy,0.61,17.727274309038833,34
warm_days,40703,Khoy,0.62,17.5000344370805,34
warm_days,40703,Khoy,0.63,17.499993548861923,34
warm_days,40703,Khoy,0.64,16.42857172194276,34
warm_days,40703,Khoy,0.65,16.428571530613553,34
warm_days,40703,Khoy,0.66,16.4285712664947,34
warm_days,40703,Khoy,0.67,16.315813775976807,34
warm_days,40703,Khoy,0.68,16.315790612443735,34
warm_days,40703,Khoy,0.69,17.142856284437013,34
warm_days,40703,Khoy,0.7,17.14285801748867,34
warm_days,40703,Khoy,0.71,18.695568316207243,34
warm_days,40703,Khoy,0.72,18.69564809727733,34
warm_days,40703,Khoy,0.73,18.695650790010347,34
warm_days,40703,Khoy,0.74,18.695651355770618,34
warm_days,40703,Khoy,0.75,18.695645118926038,34
warm_days,40703,Khoy,0.76,17.777778730987443,34
warm_days,40703,Khoy,0.77,17.777778214959994,34
warm_days,40703,Khoy,0.78,17.777787860863654,34
warm_days,40703,Khoy,0.79,18.21428151626686,34
warm_days,40703,Khoy,0.8,18.214283760436608,34
warm_days,40703,Khoy,0.81,17.692309294781484,34
warm_days,40703,Khoy,0.82,17.69230798190942,34
warm_days,40703,Khoy,0.83,17.692307779639428,34
warm_days,40703,Khoy,0.84,17.692307751655374,34
warm_days,40703,Khoy,0.85,17.692313285747424,34
warm_days,40703,Khoy,0.86,19.99999789157405,34
warm_days,40703,Khoy,0.87,19.99999661798514,34
warm_days,40703,Khoy,0.88,19.999981735555696,34
warm_days,40703,Khoy,0.89,24.99999036402668,34
warm_days,40703,Khoy,0.9,24.99999705274335,34
warm_days,40704,Ahar,0.1,6.875000359322222,34
warm_days,40704,Ahar,0.11,6.875000600250901,34
warm_days,40704,Ahar,0.12,6.875001330875526,34
warm_days,40704,Ahar,0.13,6.875004769037869,34
warm_days,40704,Ahar,0.14,7.058822051354006,34
warm_days,40704,Ahar,0.15,7.058822783981508,34
warm_days,40704,Ahar,0.16,7.058824428876055,34
warm_days,40704,Ahar,0.17,7.058855850418934,34
warm_days,40704,Ahar,0.18,7.333331728269139,34
warm_days,40704,Ahar,0.19,7.333333807021026,34
warm_days,40704,Ahar,0.2,11.071416929207665,34
warm_days,40704,Ahar,0.21,11.07142463949974,34
warm_days,40704,Ahar,0.22,10.740741034721957,34
warm_days,40704,Ahar,0.23,10.74074109531256,34
warm_days,40704,Ahar,0.24,10.740742248971053,34
warm_days,40704,Ahar,0.25,10.740750682515335,34
warm_days,40704,Ahar,0.26,11.999999724330147,34
warm_days,40704,Ahar,0.27,12.000002436353341,34
warm_days,40704,Ahar,0.28,13.333333040348354,34
warm_days,40704,Ahar,0.29,13.333333265625289,34
warm_days,40704,Ahar,0.3,13.33333332575977,34
warm_days,40704,Ahar,0.31,13.3333366022343,34
warm_days,40704,Ahar,0.32,13.499998848424935,34
warm_days,40704,Ahar,0.33,13.499998107716202,34
warm_days,40704,Ahar,0.34,13.499986657089341,34
warm_days,40704,Ahar,0.35,12.857144193786558,34
warm_days,40704,Ahar,0.36,12.857143507644462,34
warm_days,40704,Ahar,0.37,12.857143077415055,34
warm_days,40704,Ahar,0.38,11.81824494673225,34
warm_days,40704,Ahar,0.39,12.352946249103912,34
warm_days,40704,Ahar,0.4,12.352945408490777,34
warm_days,40704,Ahar,0.41,12.35294558035585,34
warm_days,40704,Ahar,0.42,13.571424890512022,34
warm_days,40704,Ahar,0.43,13.571428689990372,34
warm_days,40704,Ahar,0.44,13.571428652597701,34
warm_days,40704,Ahar,0.45,13.571428689289231,34
warm_days,40704,Ahar,0.46,13.571428832526,34
warm_days,40704,Ahar,0.47,13.571429418108835,34
warm_days,40704,Ahar,0.48,13.571431799834281,34
warm_days,40704,Ahar,0.49,14.444440490161817,34
warm_days,40704,Ahar,0.5,14.444445643144036,34
warm_days,40704,Ahar,0.51,15.599989994513475,34
warm_days,40704,Ahar,0.52,15.599998357086788,34
warm_days,40704,Ahar,0.53,15.599999383815067,34
warm_days,40704,Ahar,0.54,15.599999001125324,34
warm_days,40704,Ahar,0.55,15.48387309245492,34
warm_days,40704,Ahar,0.56,15.483871518809975,34
warm_days,40704,Ahar,0.57,15.48392797934175,34
warm_days,40704,Ahar,0.58,15.925924263816439,34
warm_days,40704,Ahar,0.59,15.92592572015838,34
warm_days,40704,Ahar,0.6,15.925925723164335,34
warm_days,40704,Ahar,0.61,15.925924779072881,34
warm_days,40704,Ahar,0.62,15.714303720565983,34
warm_days,40704,Ahar,0.63,16.153843298397355,34
warm_days,40704,Ahar,0.64,16.153846233621614,34
warm_days,40704,Ahar,0.65,16.56249581478163,34
warm_days,40704,Ahar,0.66,16.296297196129117,34
warm_days,40704,Ahar,0.67,16.296296492278483,34
warm_days,40704,Ahar,0.68,16.296296260406237,34
warm_days,40704,Ahar,0.69,16.296296303377048,34
warm_days,40704,Ahar,0.7,16.296297193703776,34
warm_days,40704,Ahar,0.71,15.000002514229829,34
warm_days,40704,Ahar,0.72,15.000000781715942,34
warm_days,40704,Ahar,0.73,15.000000321949576,34
warm_days,40704,Ahar,0.74,15.000000261772945,34
warm_days,40704,Ahar,0.75,15.000001337832662,34
warm_days,40704,Ahar,0.76,15.001532714445217,34
warm_days,40704,Ahar,0.77,15.499997160585114,34
warm_days,40704,Ahar,0.78,13.750002444804982,34
warm_days,40704,Ahar,0.79,13.750000818538046,34
warm_days,40704,Ahar,0.8,13.750000572191745,34
warm_days,40704,Ahar,0.81,13.75000667136353,34
warm_days,40704,Ahar,0.82,14.705876442400685,34
warm_days,40704,Ahar,0.83,14.705880419899485,34
warm_days,40704,Ahar,0.84,12.000001914727696,34
warm_days,40704,Ahar,0.85,12.00000026647658,34
warm_days,40704,Ahar,0.86,12.000000181912274,34
warm_days,40704,Ahar,0.87,12.00000020905847,34
warm_days,40704,Ahar,0.88,20.0000004545477,34
warm_days,40704,Ahar,0.89,24.499991431780693,34
warm_days,40704,Ahar,0.9,24.499996768037875,34
warm_days,40706,Tabriz,0.1,8.518518436213954,34
warm_days,40706,Tabriz,0.11,8.518518456250424,34
warm_days,40706,Tabriz,0.12,8.51851832831689,34
warm_days,40706,Tabriz,0.13,8.518518054714606,34
warm_days,40706,Tabriz,0.14,8.518523599197303,34
warm_days,40706,Tabriz,0.15,9.411742462841405,34
warm_days,40706,Tabriz,0.16,8.750008145337603,34
warm_days,40706,Tabriz,0.17,8.750001935645194,34
warm_days,40706,Tabriz,0.18,10.499996744882486,34
warm_days,40706,Tabriz,0.19,10.500000093243079,34
warm_days,40706,Tabriz,0.2,10.500000477203688,34
warm_days,40706,Tabriz,0.21,10.500001807392339,34
warm_days,40706,Tabriz,0.22,10.967741533270685,34
warm_days,40706,Tabriz,0.23,10.96774151782518,34
warm_days,40706,Tabriz,0.24,10.967741059337804,34
warm_days,40706,Tabriz,0.25,10.000016116942076,34
