path,bytes,sha256,extension,status,details,action,reason
outputs/figures/dendrogram_warm_days.png,940512,0b1edd1da34843541ec50ee282b447e9c79374239b093e2f914474ba198a5e8d,.png,READABLE,"(5873, 3478)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/dendrogram_warm_nights.png,928920,74f75258731e737963107b2fd6de4ea08869988bdcdb455c9bbfc9729351de6d,.png,READABLE,"(5873, 3478)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_alternative_clustering_sensitivity.png,305337,c3675ac625c133a19b44b46f9231305f385f6b61e94b11ee6e3809b3cbec16bb,.png,READABLE,"(6057, 2949)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_bootstrap_depth_sensitivity.png,405699,8efb16268025662ef5a65bec0ad8dad1cbd2a3ae37360bd3cbcd8ad1743cc272,.png,READABLE,"(6069, 4462)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_data_quality_homogeneity.png,378475,1987164f152b3b9dc35dd502f902c6e128cc8e4dc76e485121be72b7c17ad45e,.png,READABLE,"(7227, 2738)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_homogeneity_sensitivity.png,325935,9299e1ccead793e84a8f88085fb88566a03201085dbe4df76d5e68768fcde0e4,.png,READABLE,"(4867, 2699)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_main_delta1_maps.png,2547097,4f61d4d7daea732cc5e8203e783c6886b9d7b6a398169c8fac7ae510ed649d41,.png,READABLE,"(7566, 5796)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_regional_quantile_panels.png,1166740,d26637aafdad1b603b0c33e8a3725ccd968b1ccb462a88c8ff78d0158c16496e,.png,READABLE,"(8049, 6285)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_robustness_synthesis.png,592085,c20c0a22a4abd97b43dc226921535ebd6f4f45d41f6be349b92a8ddebe727eb1,.png,READABLE,"(8769, 2889)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_split_period_comparison.png,471094,80a91658a96997b7791f64c0098a8a248b0b0f7be59b6b919764185aaa626bc1,.png,READABLE,"(7689, 5769)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_station_comparisons/main_figure_representative_stations.png,1737212,8220ef89323c6daf447223dd2ddc8f451e2dc69e5ce8af052302b8e573995bdf,.png,READABLE,"(8289, 6493)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_station_comparisons/station_comparison_cool_days.png,650872,7198d8a001df5a28fdb8e45ef59f897091584edb94c58125b11541cf650969b6,.png,READABLE,"(5581, 3599)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_station_comparisons/station_comparison_cool_nights.png,593004,057936730201f5a08d029b43c14f8839ede60d11784b811a28283667511e9fe2,.png,READABLE,"(5581, 3599)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_station_comparisons/station_comparison_warm_days.png,620139,190d51c7938408950b775aedb127bed22f099ae9fc247e92bebd2fb3c6baff8d,.png,READABLE,"(5582, 3599)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_station_comparisons/station_comparison_warm_nights.png,629934,75fd902924900b4da276948031495afc5433f6e0e671fd569c4ff6d20bb02bf9,.png,READABLE,"(5582, 3599)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_study_area.png,770351,8bf476b2a81fab3f963d7962284075f1d63ba5dd02c491624319d30bd1aed03e,.png,READABLE,"(4289, 3150)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_study_area_regional_context.png,1294573,4fdf33ae6209f9ea8ed2ad87893bebc51c64b4cf3a9ddc8bc02e7533b7903b2f,.png,READABLE,"(4958, 3632)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/ijoc_study_area_regional_context_new.png,1334746,6de6c7f69241fa3d29b078f7b0ad54d2743ab7ff26a5db8fa6eda344164988a3,.png,READABLE,"(5274, 4904)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_cool_days_cluster.png,720625,aeecd1ffe373215b50727b1ab7e9f70d73152d1fdfdb67c4f2dc5bb0779beacc,.png,READABLE,"(4165, 2937)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_cool_days_Delta1.png,734691,09009f0dcbba286343b94c4528f0ff14cf50b435655b765f4bcdd4d3717f7bd2,.png,READABLE,"(4190, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_cool_days_slope_0.10.png,742496,bb2cfdd0326d8dda00d12e1e0d8d4f6c0eb6caa22ed43908edbf0de684e50968,.png,READABLE,"(4190, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_cool_days_slope_0.50.png,759245,b6812b74e5ccbf9982ee88a7ba42591654a5f56b1e10d621ebcea0374f632ba4,.png,READABLE,"(4249, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_cool_days_slope_0.90.png,750815,ddd1f6a9540a4f3941f41da97b0d9c0546631b2603de880e2488f1c2a6761b72,.png,READABLE,"(4190, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_cool_nights_cluster.png,720077,c336829a6953e98e6073731db5dfcb04219403e5aefb4232e47fbdc163ef3773,.png,READABLE,"(4165, 2937)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_cool_nights_Delta1.png,738185,e4f9dc1ae6dc6affc9d7b8af653bf2d7a80fdf2ec7c46355b0b35f354f7663ef,.png,READABLE,"(4190, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_cool_nights_slope_0.10.png,743777,f939d60d2c470a8c9dfc2aad2c61359a06e3427612d8e0b772503a333be0a9fa,.png,READABLE,"(4190, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_cool_nights_slope_0.50.png,744245,b5c7c49e867b9abb116a74b33224c9aee18bcedadb36ab8af30cf047f0974456,.png,READABLE,"(4190, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_cool_nights_slope_0.90.png,745216,19b610f6aeb9c7307ee5c8e1bec786b15ecac0f00ec67416b3c2051c6a5ec22d,.png,READABLE,"(4190, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_warm_days_cluster.png,729623,88c71f6d2cf4e89ac28e7cdb904665fb96cf53c4c93a1fe5186b69e0f96aba62,.png,READABLE,"(4165, 2937)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_warm_days_Delta1.png,738732,cc4df1303ae5465b67b72fed867632db4fb173fc34922ba3557461db3f8de3a9,.png,READABLE,"(4190, 2896)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_warm_days_slope_0.10.png,743331,1e957e9e306b35ce6f0b6fde274daaccbfd85d2d73501651831aa299df4ab7ee,.png,READABLE,"(4145, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_warm_days_slope_0.50.png,743055,10c0347cf9153b4f2734300ae338b278a445883cfad53081362e48aa17e32d96,.png,READABLE,"(4145, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_warm_days_slope_0.90.png,743988,1703beeed8e7c18ce0c1d6ea5ed496320b09c4aeeafd1967eeeb76a49141a735,.png,READABLE,"(4145, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_warm_nights_cluster.png,729089,58b11d58fc472f8bc41ba53229a134e91c4185dbe0cab03709a6882b297d7476,.png,READABLE,"(4165, 2937)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_warm_nights_Delta1.png,739324,fcbe7e8bdf8164ce5432c0556773846b232dcfa12e5f1266fd7403e1220b544c,.png,READABLE,"(4190, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_warm_nights_slope_0.10.png,756442,6c991c8ff3e4c58373800b5c4606d91820d28ea8e3fade0536f8d4f947546725,.png,READABLE,"(4205, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_warm_nights_slope_0.50.png,742101,6cf9d6ab1e955f659ed7f9c9f0316cd15ea80466eb2c5da6365a75e5293f82ab,.png,READABLE,"(4150, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/map_warm_nights_slope_0.90.png,751860,235ca7498ca909013ec90b9e3773fcf19ef8789cb740096b155682533f100260,.png,READABLE,"(4190, 2888)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/method_workflow_flowchart.pdf,41012,466ea1ed9cefe78873eedb3ed0abca6beaa6f8fe2967fb7589bb3eae047893bc,.pdf,READABLE,1 pages,REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/method_workflow_flowchart.png,1042390,5428c5996a40550289b926b4ec5958911bae9dcde66220cb83b7412b2b1a608b,.png,READABLE,"(6444, 3654)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/method_workflow_flowchart.svg,67277,f589d52080eed9eb1c02033a3efbdd6f9debd1f935993283aa6ab058d55448fe,.svg,READABLE,,REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/paper1_quantile_dendrograms/figure_5_tau_0.10.png,3660006,ed86822ab3bb28a348d2080877d07e5d0be3c528d8c22e9408ecfbdb575af7b2,.png,READABLE,"(9609, 7422)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/paper1_quantile_dendrograms/figure_6_tau_0.50.png,3677123,eecc8d52d32976df33bcc1b06df5489dd299f3c41408681f7dfcb4808984bf5d,.png,READABLE,"(9609, 7422)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/paper1_quantile_dendrograms/figure_7_tau_0.90.png,3672357,f8907c7fe7cc050eb57df69ec816fe31851fa581a4cc05929bada178d7d3dd20,.png,READABLE,"(9609, 7422)",REMOVE,Legacy graphic replaced by curated main/supplementary panels; numerical evidence retained.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/19996_bahookalat_figure4.png,2467497,a89f558f1695b87ca3f972132907a10260a71c675fca7c70cad3883091105b9b,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40700_parsabad_figure4.png,2426097,accea7810261ed9014fd7e1d68cb4da9f2c459ccbaa089858c18f93660d2c467,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40701_maku_figure4.png,2467863,d3c236c94d59a22c8fb23ce5d39bd36914f7cb93792b39cb3ac50130a2f409e3,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40702_jolfa_figure4.png,2408731,56a6b7f437cf1f27b18c8e13af0686f903b1af7dda8dd02d6430866e02106c75,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40703_khoy_figure4.png,2509077,ef0dece51432a08db3a6a3926f04395ef62b4daf01d888578a9305f7e2d7eff3,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40704_ahar_figure4.png,2395350,a8f727df499ed054d24fea9a1019f5f81284c50aa6687542879bf2629be1c60f,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40706_tabriz_figure4.png,2499395,87c9713a234d768704b896f961bbc3eb0b9c63ec6769ea0691ccafacc1edcdff,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40708_ardebil_figure4.png,2477624,5d272a2d67bdb93fe044830aa19ac024267289962e03f6e3f20e711f7d215b93,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40709_astara_figure4.png,2460653,e62263d3109a25f873c631ea0397a46360bb3a3302bf1b0a68d5bcd65cff853e,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40710_sarab_figure4.png,2511352,2ce48f8d1d1099e8cb9ce924acd84d38b06dd116adc09fbd0e2d8b7532a116d9,.png,READABLE,"(10810, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40712_orumiyeh_figure4.png,2443452,1a0f35e4f61b86dfcadcf08658fcdec3afadac18ceb9ca1ee82ba1db4d1ff039,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40713_maragheh_synoptic_figure4.png,2525906,844899f4c35716361b4ecb6dae99da6c8ba3bc4ad9e8972c77dffd2a581e0821,.png,READABLE,"(10810, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40716_mianeh_figure4.png,2505890,0af2d13c3316f6198cbcea59b12007f2f8fe2361e2d3c6c1b09917d24e8d4dcd,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40717_khalkhal_figure4.png,2532583,b5a735acd13c2e20d4dd3c3ed19f46408a0529a869772053e3f98b8b15dccc20,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40718_bandar_e_anzali_figure4.png,2456663,e62508d1e7a5cdb9119fc97be620f3ce95a8d729f897aa82f5079e562a4d22c4,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40719_rasht_figure4.png,2458274,767099146ce95644bb2869e7e7591df3ac4da542929868173a48e50dd5d7ebb4,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40723_bojnurd_figure4.png,2461093,d72763363214fd5aa313817eeebbdd3548906f6af3c6c428dde38837f9ac56fe,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40724_piranshahr_figure4.png,2455945,164790108c1932bce9c67a034eab156d73de785eab9201804730f762de4b819e,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
outputs/figures/paper1_station_figures/figure4_bootstrap_distributions/40726_mahabad_figure4.png,2486001,8c792fa5b82bf95c71426e822fceec1aa5aa644c97239c381167b18d847cb34b,.png,READABLE,"(10809, 7765)",REMOVE,Redundant station-by-station export; all coefficients/draws retained and representative profiles provided in Figure S8.
